,time_sec,value
0,0.0,128.503474
1,0.127029,128.503474
2,0.254058,128.503474
3,0.381087,128.503474
4,0.508116,128.503474
5,0.635145,129.273116
6,0.762174,129.273116
7,0.889203,129.315874
8,1.016231,129.315874
9,1.14326,129.315874
10,1.270289,129.315874
11,1.397318,129.315874
12,1.524347,129.315874
13,1.651376,129.315874
14,1.778405,129.315874
15,1.905434,129.1876
16,2.032463,129.1876
17,2.159492,129.102084
18,2.286521,129.102084
19,2.41355,122.51737
20,2.540579,122.51737
21,2.667608,122.51737
22,2.794637,122.51737
23,2.921665,122.51737
24,3.048694,122.51737
25,3.175723,122.51737
26,3.302752,122.51737
27,3.429781,129.315874
28,3.55681,129.315874
29,3.683839,129.315874
30,3.810868,129.315874
31,3.937897,129.315874
32,4.064926,129.315874
33,4.191955,129.315874
34,4.318984,129.315874
35,4.446013,129.315874
36,4.573042,129.315874
37,4.700071,122.859433
38,4.8271,122.859433
39,4.954128,124.056654
40,5.081157,124.056654
41,5.208186,124.270444
42,5.335215,124.270444
43,5.462244,124.270444
44,5.589273,124.270444
45,5.716302,124.270444
46,5.843331,124.270444
47,5.97036,124.270444
48,6.097389,124.270444
49,6.224418,124.270444
50,6.351447,124.270444
51,6.478476,124.270444
52,6.605505,124.270444
53,6.732534,124.270444
54,6.859562,124.270444
55,6.986591,124.270444
56,7.11362,124.270444
57,7.240649,124.270444
58,7.367678,124.270444
59,7.494707,124.270444
60,7.621736,124.270444
61,7.748765,124.270444
62,7.875794,124.270444
63,8.002823,124.270444
64,8.129852,124.270444
65,8.256881,124.270444
66,8.38391,124.270444
67,8.510939,124.270444
68,8.637968,124.270444
69,8.764996,124.270444
70,8.892025,124.270444
71,9.019054,124.270444
72,9.146083,124.270444
73,9.273112,123.800107
74,9.400141,123.800107
75,9.52717,123.800107
76,9.654199,123.800107
77,9.781228,124.270444
78,9.908257,124.270444
79,10.035286,124.270444
80,10.162315,124.270444
81,10.289344,124.270444
82,10.416373,124.270444
83,10.543402,124.270444
84,10.67043,124.270444
85,10.797459,126.280064
86,10.924488,126.280064
87,11.051517,126.36558
88,11.178546,126.36558
89,11.305575,126.36558
90,11.432604,126.36558
91,11.559633,126.36558
92,11.686662,126.36558
93,11.813691,126.36558
94,11.94072,126.36558
95,12.067749,126.36558
96,12.194778,126.36558
97,12.321807,126.36558
98,12.448836,126.36558
99,12.575865,124.056654
100,12.702893,124.056654
101,12.829922,124.056654
102,12.956951,124.056654
103,13.08398,124.056654
104,13.211009,124.056654
105,13.338038,124.056654
106,13.465067,124.056654
107,13.592096,124.056654
108,13.719125,124.056654
109,13.846154,123.714591
110,13.973183,123.714591
111,14.100212,123.714591
112,14.227241,123.714591
113,14.35427,128.246927
114,14.481299,128.246927
115,14.608327,128.845537
116,14.735356,128.845537
117,14.862385,128.845537
118,14.989414,128.845537
119,15.116443,128.845537
120,15.243472,128.845537
121,15.370501,128.845537
